id,edad,idu,npmbreusuario
5374,6818,5374,nombre96070
5375,88474,5375,nombre31606
5376,1362,5376,nombre33338
5377,43680,5377,nombre78249
5378,89405,5378,nombre4307
5379,13391,5379,nombre28217
5380,80738,5380,nombre27486
5381,72449,5381,nombre17082
5382,93292,5382,nombre33834
5383,95933,5383,nombre34984
5384,59068,5384,nombre58750
5385,35389,5385,nombre8339
5386,98700,5386,nombre18366
5387,66067,5387,nombre45329
5388,31761,5388,nombre18676
5389,72636,5389,nombre3514
5390,32627,5390,nombre86259
5391,4017,5391,nombre82883
5392,64918,5392,nombre73198
5393,34041,5393,nombre46074
5394,42501,5394,nombre33562
5395,68764,5395,nombre80919
5396,79629,5396,nombre13275
5397,6137,5397,nombre34274
5398,58336,5398,nombre18193
5399,7611,5399,nombre7953
5400,50407,5400,nombre47603
5401,13607,5401,nombre97450
5402,68650,5402,nombre13559
5403,62774,5403,nombre82130
5404,36837,5404,nombre18569
5405,38332,5405,nombre62730
5406,94014,5406,nombre18834
5407,91031,5407,nombre99324
5408,51970,5408,nombre84387
5409,771,5409,nombre97526
5410,3452,5410,nombre42458
5411,20862,5411,nombre63274
5412,9775,5412,nombre29099
5413,51335,5413,nombre33109
5414,57988,5414,nombre16522
5415,17868,5415,nombre96839
5416,66018,5416,nombre41403
5417,64698,5417,nombre48990
5418,73920,5418,nombre72261
5419,83041,5419,nombre63012
5420,3309,5420,nombre78513
5421,50833,5421,nombre3031
5422,69778,5422,nombre68974
5423,43848,5423,nombre47740
5424,94317,5424,nombre6784
5425,19881,5425,nombre40811
5426,8242,5426,nombre50935
5427,64115,5427,nombre71987
5428,28683,5428,nombre58807
5429,73125,5429,nombre16839
5430,99524,5430,nombre30069
5431,50683,5431,nombre67788
5432,38899,5432,nombre49373
5433,72592,5433,nombre93564
5434,13037,5434,nombre22331
5435,33460,5435,nombre3
5436,60315,5436,nombre68167
5437,28731,5437,nombre87907
5438,51181,5438,nombre40803
5439,17354,5439,nombre7222
5440,67971,5440,nombre49669
5441,23971,5441,nombre4946
5442,83363,5442,nombre98040
5443,32433,5443,nombre39594
5444,81415,5444,nombre102
5445,70503,5445,nombre67151
5446,19625,5446,nombre30739
5447,75004,5447,nombre57863
5448,52301,5448,nombre36127
5449,91255,5449,nombre36376
5450,97119,5450,nombre90590
5451,69417,5451,nombre97923
5452,95182,5452,nombre10725
5453,94825,5453,nombre8107
5454,36421,5454,nombre84420
5455,49330,5455,nombre53308
5456,10153,5456,nombre199
5457,64005,5457,nombre65255
5458,69217,5458,nombre35723
5459,42715,5459,nombre96586
5460,26514,5460,nombre5520
5461,68294,5461,nombre73364
5462,30803,5462,nombre31610
5463,73644,5463,nombre69525
5464,31414,5464,nombre8627
5465,69178,5465,nombre66103
5466,80176,5466,nombre31954
5467,99922,5467,nombre34621
5468,79338,5468,nombre52255
5469,44688,5469,nombre36339
5470,6844,5470,nombre29238
5471,30265,5471,nombre45409
5472,27696,5472,nombre5033
5473,46758,5473,nombre34446
5474,73577,5474,nombre82614
5475,4906,5475,nombre85471
5476,78372,5476,nombre94319
5477,43916,5477,nombre67509
5478,27581,5478,nombre13291
5479,7989,5479,nombre49130
5480,68423,5480,nombre31001
5481,87218,5481,nombre1991
5482,25606,5482,nombre28791
5483,19193,5483,nombre94823
5484,44113,5484,nombre43334
5485,95321,5485,nombre59309
5486,95278,5486,nombre67129
5487,67863,5487,nombre83403
5488,46346,5488,nombre62465
5489,61402,5489,nombre83423
5490,30300,5490,nombre47211
5491,98207,5491,nombre77836
5492,17181,5492,nombre57567
5493,80881,5493,nombre93940
5494,27163,5494,nombre14007
5495,29441,5495,nombre37009
5496,39577,5496,nombre1146
5497,12789,5497,nombre12618
5498,60933,5498,nombre12833
5499,3282,5499,nombre13635
5500,18924,5500,nombre40106
5501,26491,5501,nombre61070
5502,86767,5502,nombre85974
5503,37648,5503,nombre3239
5504,50005,5504,nombre97457
5505,11477,5505,nombre47086
5506,61687,5506,nombre75347
5507,18753,5507,nombre13533
5508,21330,5508,nombre46717
5509,18264,5509,nombre85942
5510,80849,5510,nombre29457
5511,55199,5511,nombre44222
5512,28647,5512,nombre40411
5513,5667,5513,nombre76915
5514,57454,5514,nombre56226
5515,78691,5515,nombre74226
5516,67141,5516,nombre23660
5517,50227,5517,nombre26125
5518,98768,5518,nombre27050
5519,916,5519,nombre79200
5520,82464,5520,nombre33491
5521,77748,5521,nombre86761
5522,13391,5522,nombre45403
5523,77695,5523,nombre98177
5524,7866,5524,nombre79650
5525,32687,5525,nombre11020
5526,31243,5526,nombre83300
5527,99441,5527,nombre66581
5528,48144,5528,nombre15548
5529,91266,5529,nombre82729
5530,39839,5530,nombre67742
5531,69024,5531,nombre97879
5532,66357,5532,nombre98599
5533,54338,5533,nombre99652
5534,26673,5534,nombre66370
5535,13276,5535,nombre33578
5536,37979,5536,nombre25768
5537,85175,5537,nombre94416
5538,93870,5538,nombre76108
5539,49863,5539,nombre30908
5540,90000,5540,nombre56595
5541,161,5541,nombre78394
5542,95463,5542,nombre26238
5543,60745,5543,nombre78152
5544,46857,5544,nombre2898
5545,99393,5545,nombre4513
5546,47316,5546,nombre20100
5547,87903,5547,nombre8859
5548,17612,5548,nombre56131
5549,79530,5549,nombre45450
5550,46945,5550,nombre16268
5551,7444,5551,nombre1393
5552,52201,5552,nombre64998
5553,23230,5553,nombre30775
5554,7381,5554,nombre47787
5555,92890,5555,nombre84506
5556,34198,5556,nombre47190
5557,87211,5557,nombre522
5558,48229,5558,nombre75158
5559,94797,5559,nombre86790
5560,56432,5560,nombre60030
5561,60660,5561,nombre87212
5562,89933,5562,nombre62512
5563,66825,5563,nombre67130
5564,14232,5564,nombre8594
5565,81262,5565,nombre56292
5566,62112,5566,nombre1525
5567,15381,5567,nombre70872
5568,7508,5568,nombre19219
5569,77959,5569,nombre97281
5570,39968,5570,nombre27112
5571,71464,5571,nombre7811
5572,15975,5572,nombre22415
5573,30666,5573,nombre71990
5574,87153,5574,nombre82794
5575,83246,5575,nombre60901
5576,80511,5576,nombre73267
5577,37366,5577,nombre26112
5578,4582,5578,nombre42780
5579,84228,5579,nombre85132
5580,48497,5580,nombre43838
5581,35597,5581,nombre32166
5582,44432,5582,nombre6962
5583,8147,5583,nombre48721
5584,15469,5584,nombre81756
5585,8224,5585,nombre44857
5586,76743,5586,nombre91942
5587,14651,5587,nombre4953
5588,17060,5588,nombre46494
5589,467,5589,nombre53673
5590,85697,5590,nombre89398
5591,82730,5591,nombre52314
5592,65335,5592,nombre88733
5593,17516,5593,nombre1445
5594,22816,5594,nombre97910
5595,69496,5595,nombre89223
5596,16450,5596,nombre86590
5597,62633,5597,nombre54140
5598,72460,5598,nombre56405
5599,90624,5599,nombre59444
5600,78297,5600,nombre34456
5601,8508,5601,nombre80394
5602,13519,5602,nombre36083
5603,32992,5603,nombre91312
5604,84380,5604,nombre15940
5605,51110,5605,nombre87117
5606,84071,5606,nombre84416
5607,38957,5607,nombre54572
5608,99428,5608,nombre99766
5609,51377,5609,nombre17733
5610,10991,5610,nombre47851
5611,26493,5611,nombre99424
5612,14053,5612,nombre67455
5613,84577,5613,nombre80079
5614,97963,5614,nombre39826
5615,14656,5615,nombre97781
5616,56945,5616,nombre88737
5617,92189,5617,nombre33321
5618,30041,5618,nombre24716
5619,17165,5619,nombre79576
5620,17396,5620,nombre95805
5621,27434,5621,nombre78695
5622,37233,5622,nombre16732
5623,2094,5623,nombre69314
5624,20782,5624,nombre65909
5625,1517,5625,nombre91503
5626,44111,5626,nombre77951
5627,26146,5627,nombre52359
5628,5164,5628,nombre82794
5629,47190,5629,nombre54324
5630,80528,5630,nombre38377
5631,63505,5631,nombre52448
5632,12656,5632,nombre74535
5633,59771,5633,nombre88431
5634,83804,5634,nombre13686
5635,96993,5635,nombre78942
5636,8543,5636,nombre81667
5637,80000,5637,nombre89520
5638,26725,5638,nombre9020
5639,79589,5639,nombre24686
5640,90328,5640,nombre35552
5641,10033,5641,nombre14600
5642,17332,5642,nombre92713
5643,82374,5643,nombre21748
5644,21875,5644,nombre47784
5645,19999,5645,nombre53477
5646,61299,5646,nombre15134
5647,12939,5647,nombre32761
5648,46598,5648,nombre17396
5649,10107,5649,nombre24282
5650,21742,5650,nombre12980
5651,22101,5651,nombre70523
5652,97416,5652,nombre25382
5653,73841,5653,nombre98911
5654,34132,5654,nombre74258
5655,83055,5655,nombre54992
5656,47783,5656,nombre60175
5657,270,5657,nombre7777
5658,10725,5658,nombre41495
5659,86975,5659,nombre80838
5660,41707,5660,nombre86297
5661,38384,5661,nombre53761
5662,46879,5662,nombre47857
5663,82859,5663,nombre36797
5664,32630,5664,nombre37049
5665,6623,5665,nombre46707
5666,66250,5666,nombre12481
5667,33796,5667,nombre19881
5668,88967,5668,nombre35028
5669,11535,5669,nombre58649
5670,4583,5670,nombre29410
5671,35326,5671,nombre54839
5672,97335,5672,nombre60626
5673,1764,5673,nombre51304
5674,42479,5674,nombre46950
5675,21429,5675,nombre23988
5676,38321,5676,nombre14740
5677,89389,5677,nombre30675
5678,53364,5678,nombre84961
5679,72595,5679,nombre23863
5680,94527,5680,nombre8860
5681,21248,5681,nombre11005
5682,52304,5682,nombre6154
5683,92150,5683,nombre22710
5684,99432,5684,nombre52326
5685,39093,5685,nombre97485
5686,96248,5686,nombre93604
5687,72892,5687,nombre74143
5688,66934,5688,nombre62928
5689,69487,5689,nombre26956
5690,32978,5690,nombre41693
5691,81158,5691,nombre8483
5692,11740,5692,nombre19628
5693,1433,5693,nombre15920
5694,64600,5694,nombre66487
5695,21831,5695,nombre54534
5696,36750,5696,nombre22522
5697,34998,5697,nombre863
5698,82352,5698,nombre31016
5699,56921,5699,nombre79457
5700,42106,5700,nombre18883
5701,79764,5701,nombre95503
5702,56920,5702,nombre83502
5703,10264,5703,nombre31240
5704,72737,5704,nombre18449
5705,14095,5705,nombre23740
5706,76263,5706,nombre28158
5707,62172,5707,nombre49901
5708,1855,5708,nombre11521
5709,49807,5709,nombre25572
5710,29127,5710,nombre51581
5711,97320,5711,nombre84643
5712,4793,5712,nombre32475
5713,13226,5713,nombre32404
5714,67305,5714,nombre94563
5715,84529,5715,nombre60891
5716,8143,5716,nombre8999
5717,42677,5717,nombre25369
5718,28651,5718,nombre59875
5719,88879,5719,nombre97619
5720,61423,5720,nombre11980
5721,63674,5721,nombre53237
5722,74770,5722,nombre2480
5723,13561,5723,nombre86619
5724,65264,5724,nombre90215
5725,22518,5725,nombre68240
5726,75961,5726,nombre36196
5727,33230,5727,nombre95398
5728,84641,5728,nombre32354
5729,80630,5729,nombre22823
5730,68172,5730,nombre28588
5731,80309,5731,nombre91684
5732,3830,5732,nombre35016
5733,7900,5733,nombre87678
5734,27223,5734,nombre71129
5735,44660,5735,nombre79647
5736,5515,5736,nombre9309
5737,54608,5737,nombre72693
5738,45435,5738,nombre80170
5739,36984,5739,nombre28988
5740,45901,5740,nombre71932
5741,79468,5741,nombre34281
5742,19865,5742,nombre6365
5743,64219,5743,nombre34176
5744,5434,5744,nombre98155
5745,20757,5745,nombre83472
5746,58357,5746,nombre76160
5747,67598,5747,nombre24639
5748,15933,5748,nombre6207
5749,3968,5749,nombre79388
5750,78156,5750,nombre14279
5751,64472,5751,nombre9770
5752,23148,5752,nombre73895
5753,2152,5753,nombre16238
5754,82074,5754,nombre55554
5755,37916,5755,nombre81445
5756,35668,5756,nombre55505
5757,13470,5757,nombre75137
5758,95072,5758,nombre7922
5759,69224,5759,nombre60053
5760,19481,5760,nombre58690
5761,3324,5761,nombre54676
5762,77136,5762,nombre48932
5763,17900,5763,nombre4891
5764,99054,5764,nombre96780
5765,55287,5765,nombre45417
5766,68455,5766,nombre67778
5767,27923,5767,nombre82619
5768,34627,5768,nombre73235
5769,81620,5769,nombre81691
5770,55333,5770,nombre62191
5771,46133,5771,nombre84460
5772,60173,5772,nombre83052
5773,21340,5773,nombre96923
5774,43029,5774,nombre51309
5775,22890,5775,nombre15051
5776,63806,5776,nombre11894
5777,83035,5777,nombre69970
5778,89961,5778,nombre11976
5779,79048,5779,nombre20470
5780,42765,5780,nombre23071
5781,43362,5781,nombre74160
5782,96480,5782,nombre37573
5783,2591,5783,nombre46650
5784,26457,5784,nombre20795
5785,76207,5785,nombre33855
5786,71490,5786,nombre84225
5787,64008,5787,nombre92391
5788,34955,5788,nombre23366
5789,80331,5789,nombre15702
5790,34725,5790,nombre99019
5791,64279,5791,nombre98690
5792,6645,5792,nombre64812
5793,53195,5793,nombre95295
5794,35483,5794,nombre51621
5795,26470,5795,nombre83134
5796,38896,5796,nombre30957
5797,90841,5797,nombre98298
5798,41622,5798,nombre64504
5799,96724,5799,nombre80144
5800,45849,5800,nombre23757
5801,53343,5801,nombre53837
5802,58773,5802,nombre17577
5803,1725,5803,nombre68071
5804,8667,5804,nombre27574
5805,3398,5805,nombre54926
5806,17545,5806,nombre63492
5807,69069,5807,nombre62967
5808,89069,5808,nombre45194
5809,75393,5809,nombre51138
5810,30082,5810,nombre94182
5811,87642,5811,nombre9316
5812,25605,5812,nombre42129
5813,35085,5813,nombre77495
5814,77601,5814,nombre9669
5815,40681,5815,nombre38694
5816,12829,5816,nombre97842
5817,85477,5817,nombre52083
5818,7933,5818,nombre33472
5819,1660,5819,nombre18614
5820,38850,5820,nombre84219
5821,61621,5821,nombre17243
5822,39866,5822,nombre92404
5823,21388,5823,nombre53181
5824,61218,5824,nombre43701
5825,81402,5825,nombre28968
5826,74965,5826,nombre69965
5827,56710,5827,nombre11476
5828,40838,5828,nombre30646
5829,39058,5829,nombre8865
5830,2517,5830,nombre72603
5831,77313,5831,nombre33090
5832,32772,5832,nombre11170
5833,92882,5833,nombre851
5834,35647,5834,nombre42447
5835,82614,5835,nombre58241
5836,24638,5836,nombre97866
5837,40665,5837,nombre82927
5838,65382,5838,nombre10925
5839,42286,5839,nombre66991
5840,69239,5840,nombre13543
5841,5967,5841,nombre37061
5842,66997,5842,nombre75565
5843,58026,5843,nombre55343
5844,79548,5844,nombre73096
5845,93996,5845,nombre18265
5846,97160,5846,nombre82436
5847,80139,5847,nombre73946
5848,82041,5848,nombre22878
5849,58474,5849,nombre53469
5850,57885,5850,nombre35271
5851,74550,5851,nombre30664
5852,82326,5852,nombre92260
5853,33355,5853,nombre53266
5854,33725,5854,nombre75937
5855,47327,5855,nombre84431
5856,62504,5856,nombre7011
5857,94345,5857,nombre28573
5858,65790,5858,nombre16925
5859,31449,5859,nombre95268
5860,50917,5860,nombre20350
5861,99236,5861,nombre31095
5862,85190,5862,nombre77303
5863,32698,5863,nombre79151
5864,87334,5864,nombre68525
5865,54882,5865,nombre5943
5866,29482,5866,nombre44452
5867,61778,5867,nombre45643
5868,75208,5868,nombre89514
5869,22353,5869,nombre2558
5870,24184,5870,nombre61487
5871,29513,5871,nombre13172
5872,57950,5872,nombre10441
5873,43951,5873,nombre41696
5874,29599,5874,nombre45076
5875,86558,5875,nombre59621
5876,10369,5876,nombre10932
5877,26243,5877,nombre51911
5878,30106,5878,nombre63745
5879,56409,5879,nombre88451
5880,35587,5880,nombre49111
5881,2955,5881,nombre63586
5882,65058,5882,nombre2589
5883,60448,5883,nombre26704
5884,77865,5884,nombre44242
5885,2615,5885,nombre93094
5886,64167,5886,nombre65752
5887,32520,5887,nombre86267
5888,95460,5888,nombre35742
5889,37882,5889,nombre74095
5890,61946,5890,nombre32848
5891,3878,5891,nombre42221
5892,43196,5892,nombre33816
5893,6457,5893,nombre26291
5894,89012,5894,nombre38723
5895,62187,5895,nombre69331
5896,99626,5896,nombre64140
5897,29994,5897,nombre12538
5898,78608,5898,nombre26916
5899,183,5899,nombre56269
5900,60152,5900,nombre29154
5901,18968,5901,nombre41101
5902,91358,5902,nombre43498
5903,31444,5903,nombre47255
5904,80026,5904,nombre78005
5905,78333,5905,nombre97298
5906,92452,5906,nombre67435
5907,35072,5907,nombre6210
5908,80786,5908,nombre80250
5909,35570,5909,nombre90673
5910,62290,5910,nombre10679
5911,70482,5911,nombre48498
5912,21908,5912,nombre42392
5913,44170,5913,nombre37955
5914,39127,5914,nombre21534
5915,78360,5915,nombre43203
5916,46876,5916,nombre30485
5917,63644,5917,nombre90722
5918,75157,5918,nombre12723
5919,71984,5919,nombre75465
5920,33345,5920,nombre3511
5921,45298,5921,nombre10045
5922,90532,5922,nombre28710
5923,50610,5923,nombre84473
5924,37289,5924,nombre33296
5925,56730,5925,nombre66503
5926,15784,5926,nombre32206
5927,35801,5927,nombre36503
5928,11517,5928,nombre16762
5929,47841,5929,nombre64193
5930,61696,5930,nombre62648
5931,78899,5931,nombre42210
5932,5624,5932,nombre70267
5933,90544,5933,nombre73305
5934,18270,5934,nombre42204
5935,45104,5935,nombre68459
5936,94287,5936,nombre29373
5937,16776,5937,nombre69154
5938,6001,5938,nombre13345
5939,18293,5939,nombre64430
5940,26001,5940,nombre17026
5941,61036,5941,nombre57799
5942,30516,5942,nombre48033
5943,25405,5943,nombre62131
5944,71975,5944,nombre27406
5945,92680,5945,nombre1750
5946,1840,5946,nombre99935
5947,38871,5947,nombre90351
5948,16180,5948,nombre14187
5949,26048,5949,nombre27531
5950,18822,5950,nombre27356
5951,70541,5951,nombre45552
5952,23977,5952,nombre34245
5953,58376,5953,nombre63941
5954,30843,5954,nombre60343
5955,97635,5955,nombre51726
5956,95232,5956,nombre90730
5957,37640,5957,nombre34338
5958,54751,5958,nombre54049
5959,85756,5959,nombre92767
5960,19452,5960,nombre31914
5961,81852,5961,nombre77018
5962,59353,5962,nombre63930
5963,15368,5963,nombre74242
5964,8949,5964,nombre86957
5965,16977,5965,nombre56337
5966,40198,5966,nombre43134
5967,12317,5967,nombre4977
5968,88870,5968,nombre73586
5969,36609,5969,nombre20902
5970,12788,5970,nombre55942
5971,91330,5971,nombre29704
5972,18621,5972,nombre93332
5973,41668,5973,nombre3631
5974,39357,5974,nombre2136
5975,33939,5975,nombre55772
5976,49341,5976,nombre78084
5977,15453,5977,nombre6173
5978,37975,5978,nombre65750
5979,22184,5979,nombre47863
5980,95999,5980,nombre78995
5981,48440,5981,nombre41544
5982,79165,5982,nombre76457
5983,44561,5983,nombre54826
5984,36009,5984,nombre39957
5985,32188,5985,nombre87070
5986,24043,5986,nombre19709
5987,55669,5987,nombre55132
5988,39102,5988,nombre71586
5989,36610,5989,nombre52600
5990,51621,5990,nombre83875
5991,31173,5991,nombre281
5992,85864,5992,nombre81710
5993,53564,5993,nombre84414
5994,21933,5994,nombre92672
5995,13686,5995,nombre25809
5996,47049,5996,nombre72123
5997,79182,5997,nombre42264
5998,20445,5998,nombre47462
5999,60889,5999,nombre21485
6000,95920,6000,nombre66267
6001,63318,6001,nombre13458
6002,7966,6002,nombre65282
6003,14278,6003,nombre34360
6004,34826,6004,nombre76410
6005,43753,6005,nombre57387
6006,45579,6006,nombre25896
6007,85178,6007,nombre73392
6008,69823,6008,nombre75446
6009,61319,6009,nombre91079
6010,89801,6010,nombre56483
6011,26073,6011,nombre43006
6012,90178,6012,nombre72857
6013,64529,6013,nombre67838
6014,7343,6014,nombre46099
6015,93331,6015,nombre28544
6016,45141,6016,nombre93034
6017,32509,6017,nombre74755
6018,64020,6018,nombre86034
6019,36805,6019,nombre58916
6020,79585,6020,nombre61315
6021,61347,6021,nombre30079
6022,78308,6022,nombre28804
6023,34575,6023,nombre21803
6024,20984,6024,nombre71022
6025,70197,6025,nombre74718
6026,5884,6026,nombre49032
6027,20128,6027,nombre40093
6028,98467,6028,nombre52889
6029,97510,6029,nombre77707
6030,10958,6030,nombre48394
6031,33857,6031,nombre94325
6032,21242,6032,nombre17178
6033,90978,6033,nombre79958
6034,52341,6034,nombre8217
6035,14228,6035,nombre32851
6036,78093,6036,nombre56567
6037,73197,6037,nombre68839
6038,39103,6038,nombre36177
6039,41191,6039,nombre19213
6040,93165,6040,nombre47534
6041,15699,6041,nombre87338
6042,68443,6042,nombre66358
6043,38667,6043,nombre29263
6044,1027,6044,nombre75529
6045,30354,6045,nombre76426
6046,99623,6046,nombre10760
6047,42639,6047,nombre65003
6048,5740,6048,nombre45170
6049,95650,6049,nombre483
6050,88047,6050,nombre32219
6051,78794,6051,nombre68940
6052,21186,6052,nombre113
6053,32296,6053,nombre75203
6054,37000,6054,nombre28460
6055,74016,6055,nombre5364
6056,77270,6056,nombre74479
6057,25396,6057,nombre15002
6058,45757,6058,nombre25386
6059,18557,6059,nombre47179
6060,93667,6060,nombre41235
6061,2,6061,nombre40249
6062,3193,6062,nombre49997
6063,99207,6063,nombre55513
6064,52780,6064,nombre74593
6065,33866,6065,nombre91006
6066,20624,6066,nombre24803
6067,17949,6067,nombre13081
6068,88690,6068,nombre6946
6069,26207,6069,nombre46064
6070,70700,6070,nombre56699
6071,60664,6071,nombre537
6072,38351,6072,nombre28886
6073,26812,6073,nombre47767
6074,7833,6074,nombre14215
6075,98137,6075,nombre39997
6076,61353,6076,nombre8463
6077,54005,6077,nombre33973
6078,12630,6078,nombre48522
6079,71161,6079,nombre51943
6080,69055,6080,nombre37657
6081,3320,6081,nombre57888
6082,22681,6082,nombre53704
6083,53678,6083,nombre88148
6084,92446,6084,nombre88425
6085,2431,6085,nombre86807
6086,66831,6086,nombre71616
6087,57229,6087,nombre48670
6088,84589,6088,nombre70834
6089,24709,6089,nombre60354
6090,25031,6090,nombre75847
6091,19148,6091,nombre72842
6092,51189,6092,nombre18261
6093,63932,6093,nombre75413
6094,55214,6094,nombre67446
6095,91083,6095,nombre74183
6096,53765,6096,nombre87745
6097,86993,6097,nombre84789
6098,52634,6098,nombre29834
6099,37119,6099,nombre75963
6100,22830,6100,nombre88401
6101,28141,6101,nombre44182
6102,83296,6102,nombre68114
6103,64284,6103,nombre89582
6104,54195,6104,nombre99629
6105,72851,6105,nombre8003
6106,92072,6106,nombre84990
6107,36192,6107,nombre94652
6108,56531,6108,nombre39567
6109,2491,6109,nombre70513
6110,37037,6110,nombre36612
6111,96010,6111,nombre88832
6112,79618,6112,nombre19414
6113,44369,6113,nombre58571
6114,52312,6114,nombre10295
6115,4892,6115,nombre43656
6116,81170,6116,nombre8233
6117,31324,6117,nombre83030
6118,55627,6118,nombre41993
6119,76842,6119,nombre69067
6120,59040,6120,nombre99166
6121,81273,6121,nombre93832
6122,16750,6122,nombre29996
6123,54932,6123,nombre80662
6124,58753,6124,nombre33095
6125,51399,6125,nombre49879
6126,98175,6126,nombre29661
6127,45210,6127,nombre33500
6128,40304,6128,nombre18142
6129,9964,6129,nombre1243
6130,10321,6130,nombre74804
6131,78290,6131,nombre60534
6132,11523,6132,nombre54088
6133,93287,6133,nombre68680
6134,86994,6134,nombre76176
6135,86173,6135,nombre38765
6136,36478,6136,nombre32937
6137,48442,6137,nombre38251
6138,29854,6138,nombre90154
6139,8804,6139,nombre74207
6140,41703,6140,nombre59165
6141,78415,6141,nombre51726
6142,59339,6142,nombre85884
6143,33642,6143,nombre23264
6144,35543,6144,nombre50226
6145,88946,6145,nombre42819
6146,30698,6146,nombre83845
6147,94668,6147,nombre53928
6148,75969,6148,nombre87336
6149,93815,6149,nombre3112
6150,89770,6150,nombre63187
6151,83796,6151,nombre98888
6152,73226,6152,nombre53469
6153,74514,6153,nombre98035
6154,19775,6154,nombre34072
6155,12074,6155,nombre34882
6156,67345,6156,nombre15794
6157,83301,6157,nombre50561
6158,31249,6158,nombre25289
6159,49226,6159,nombre17378
6160,15425,6160,nombre71717
6161,3929,6161,nombre86867
6162,86874,6162,nombre2170
6163,65706,6163,nombre78422
6164,45625,6164,nombre1407
6165,88495,6165,nombre52625
6166,74444,6166,nombre95359
6167,336,6167,nombre70302
6168,4927,6168,nombre98894
6169,38263,6169,nombre51587
6170,18264,6170,nombre95257
6171,26023,6171,nombre77113
6172,55292,6172,nombre88581
6173,32018,6173,nombre31894
6174,98212,6174,nombre40860
6175,95993,6175,nombre18189
6176,49424,6176,nombre59532
6177,76159,6177,nombre98044
6178,76920,6178,nombre52012
6179,14309,6179,nombre72160
6180,95247,6180,nombre98063
6181,38556,6181,nombre23722
6182,54398,6182,nombre76178
6183,97266,6183,nombre85945
6184,10574,6184,nombre34115
6185,98337,6185,nombre76531
6186,80803,6186,nombre67128
6187,78208,6187,nombre99493
6188,61891,6188,nombre3676
6189,69597,6189,nombre40292
6190,58020,6190,nombre76662
6191,55297,6191,nombre74913
6192,19772,6192,nombre61426
6193,26899,6193,nombre16293
6194,94612,6194,nombre3032
6195,55412,6195,nombre19437
6196,17854,6196,nombre6533
6197,30588,6197,nombre63115
6198,55224,6198,nombre9806
6199,88922,6199,nombre88312
6200,23483,6200,nombre46040
6201,98661,6201,nombre995
6202,27914,6202,nombre32865
6203,59944,6203,nombre22867
6204,19276,6204,nombre52427
6205,96711,6205,nombre11521
6206,6272,6206,nombre35444
6207,29173,6207,nombre19772
6208,5527,6208,nombre46326
6209,87527,6209,nombre24965
6210,2898,6210,nombre43034
6211,21895,6211,nombre42076
6212,74123,6212,nombre95927
6213,4772,6213,nombre2960
6214,9481,6214,nombre68104
6215,98062,6215,nombre45863
6216,42621,6216,nombre36088
6217,96186,6217,nombre99057
6218,35742,6218,nombre22360
6219,75586,6219,nombre41213
6220,44692,6220,nombre35608
6221,42531,6221,nombre98294
6222,75315,6222,nombre97825
6223,17177,6223,nombre43808
6224,82666,6224,nombre95858
6225,72783,6225,nombre67750
6226,64676,6226,nombre68850
6227,16968,6227,nombre6904
6228,48963,6228,nombre62827
6229,42629,6229,nombre95286
6230,51551,6230,nombre64590
6231,86287,6231,nombre52148
6232,66293,6232,nombre58551
6233,87642,6233,nombre58673
6234,59079,6234,nombre48445
6235,43649,6235,nombre35327
6236,20391,6236,nombre99380
6237,8541,6237,nombre70134
6238,94934,6238,nombre96616
6239,85463,6239,nombre13444
6240,18261,6240,nombre69460
6241,12507,6241,nombre87287
6242,95156,6242,nombre25271
6243,61028,6243,nombre77601
6244,59159,6244,nombre24673
6245,34968,6245,nombre70774
6246,10824,6246,nombre68945
6247,77728,6247,nombre8934
6248,78121,6248,nombre46570
6249,47105,6249,nombre47732
6250,14209,6250,nombre53274
6251,24572,6251,nombre18466
6252,81991,6252,nombre52409
6253,69553,6253,nombre66627
6254,41447,6254,nombre79102
6255,83662,6255,nombre90640
6256,58847,6256,nombre34555
6257,63798,6257,nombre38462
6258,18174,6258,nombre47271
6259,86111,6259,nombre86534
6260,37850,6260,nombre70650
6261,30119,6261,nombre25351
6262,47200,6262,nombre13538
6263,87852,6263,nombre67071
6264,57105,6264,nombre11883
6265,21979,6265,nombre22594
6266,5766,6266,nombre39705
6267,6174,6267,nombre42275
6268,88008,6268,nombre23621
6269,50015,6269,nombre26998
6270,97939,6270,nombre56021
6271,86290,6271,nombre83802
6272,27672,6272,nombre80878
6273,24271,6273,nombre44365
6274,80751,6274,nombre18544
6275,65026,6275,nombre15333
6276,27575,6276,nombre3824
6277,87943,6277,nombre40318
6278,36580,6278,nombre53445
6279,95475,6279,nombre88722
6280,270,6280,nombre40011
6281,81117,6281,nombre93726
6282,78452,6282,nombre58819
6283,31821,6283,nombre68583
6284,74938,6284,nombre84223
6285,55111,6285,nombre83782
6286,31143,6286,nombre9482
6287,19148,6287,nombre4134
6288,62563,6288,nombre54746
6289,49617,6289,nombre49697
6290,1450,6290,nombre51899
6291,56637,6291,nombre2488
6292,6979,6292,nombre93318
6293,98391,6293,nombre67975
6294,38894,6294,nombre94678
6295,23102,6295,nombre39457
6296,11229,6296,nombre88350
6297,52878,6297,nombre10594
6298,20524,6298,nombre77864
6299,6348,6299,nombre64506
6300,5097,6300,nombre64616
6301,95432,6301,nombre11599
6302,36043,6302,nombre46430
6303,93102,6303,nombre61043
6304,93207,6304,nombre94051
6305,73457,6305,nombre45078
6306,20494,6306,nombre89990
